count,ISB_Service,bus_stop_board,time_start,day_of_the_week,is_weekend,is_peak,hour,minute
1,D2,KR MRT,2024-09-01 17:41:00,Monday,0,1,17,41
14,A1,LT27,2024-09-01 17:42:00,Monday,0,1,17,42
2,D1,Ventus,2024-09-01 17:42:00,Monday,0,1,17,42
16,A1,PGP Terminal,2024-09-01 17:42:00,Monday,0,1,17,42
3,A2,Museum,2024-09-01 17:42:00,Monday,0,1,17,42
4,A2,KR Bus Terminal,2024-09-01 17:42:00,Monday,0,1,17,42
3,D2,Museum,2024-09-01 17:42:00,Monday,0,1,17,42
15,D1,IT,2024-09-01 17:42:00,Monday,0,1,17,42
20,D1,UTown,2024-09-01 17:42:00,Monday,0,1,17,42
1,A1,YIH,2024-09-01 17:42:00,Monday,0,1,17,42
2,A2,PGP Foyer,2024-09-01 17:42:00,Monday,0,1,17,42
3,BTC (Bukit Timah Campus),UTown,2024-09-01 17:42:00,Monday,0,1,17,42
3,D1,BIZ2,2024-09-01 17:42:00,Monday,0,1,17,42
8,D1,COM3,2024-09-01 17:42:00,Monday,0,1,17,42
12,BTC (Bukit Timah Campus),KR MRT,2024-09-01 17:42:00,Monday,0,1,17,42
7,A2,S17,2024-09-01 17:42:00,Monday,0,1,17,42
22,D2,LT27,2024-09-01 17:42:00,Monday,0,1,17,42
12,A2,Opp KR MRT,2024-09-01 17:42:00,Monday,0,1,17,42
2,BTC (Bukit Timah Campus),LT27,2024-09-01 17:42:00,Monday,0,1,17,42
15,D2,Opp KR MRT,2024-09-01 17:42:00,Monday,0,1,17,42
7,D2,S17,2024-09-01 17:42:00,Monday,0,1,17,42
2,D1,Opp NUSS,2024-09-01 17:42:00,Monday,0,1,17,42
2,D2,University Hall,2024-09-01 17:42:00,Monday,0,1,17,42
19,D2,UTown,2024-09-01 17:42:00,Monday,0,1,17,42
65,A1,KR MRT,2024-09-01 17:42:00,Monday,0,1,17,42
14,A1,BIZ2,2024-09-01 17:42:00,Monday,0,1,17,42
11,K,KR MRT,2024-09-01 17:42:00,Monday,0,1,17,42
1,A1,University Hall,2024-09-01 17:42:00,Monday,0,1,17,42
2,A2,UHC,2024-09-01 17:42:00,Monday,0,1,17,42
3,D1,YIH,2024-09-01 17:42:00,Monday,0,1,17,42
9,A1,LT13,2024-09-01 17:42:00,Monday,0,1,17,42
21,D2,PGP Terminal,2024-09-01 17:42:00,Monday,0,1,17,42
2,D1,CLB,2024-09-01 17:42:00,Monday,0,1,17,42
5,D1,Museum,2024-09-01 17:42:00,Monday,0,1,17,42
1,D1,Opp HSSML,2024-09-01 17:42:00,Monday,0,1,17,42
1,A2,Opp YIH,2024-09-01 17:42:00,Monday,0,1,17,42
116,D2,KR MRT,2024-09-01 17:42:00,Monday,0,1,17,42
19,D2,COM3,2024-09-01 17:42:00,Monday,0,1,17,42
7,A1,KR Bus Terminal,2024-09-01 17:42:00,Monday,0,1,17,42
2,K,LT27,2024-09-01 17:42:00,Monday,0,1,17,42
1,D1,Opp YIH,2024-09-01 17:42:00,Monday,0,1,17,42
12,A2,IT,2024-09-01 17:42:00,Monday,0,1,17,42
1,BTC (Bukit Timah Campus),University Hall,2024-09-01 17:42:00,Monday,0,1,17,42
1,D2,University Hall,2024-09-01 17:43:00,Monday,0,1,17,43
1,A2,IT,2024-09-01 17:43:00,Monday,0,1,17,43
1,A1,KR MRT,2024-09-01 17:43:00,Monday,0,1,17,43
1,D2,UTown,2024-09-01 17:44:00,Monday,0,1,17,44
1,D1,IT,2024-09-01 17:44:00,Monday,0,1,17,44
1,D2,COM3,2024-09-01 17:44:00,Monday,0,1,17,44
1,BTC (Bukit Timah Campus),University Hall,2024-09-01 17:45:00,Monday,0,1,17,45
1,D2,KR MRT,2024-09-01 17:45:00,Monday,0,1,17,45
1,D2,UHC,2024-09-01 17:45:00,Monday,0,1,17,45
1,A1,KR Bus Terminal,2024-09-01 17:45:00,Monday,0,1,17,45
1,A1,BIZ2,2024-09-01 17:45:00,Monday,0,1,17,45
11,D2,KR MRT,2024-09-01 17:46:00,Monday,0,1,17,46
1,D1,UTown,2024-09-01 17:46:00,Monday,0,1,17,46
2,D2,COM3,2024-09-01 17:46:00,Monday,0,1,17,46
10,A1,KR MRT,2024-09-01 17:46:00,Monday,0,1,17,46
1,A2,Opp KR MRT,2024-09-01 17:46:00,Monday,0,1,17,46
1,D1,CLB,2024-09-01 17:46:00,Monday,0,1,17,46
3,A1,KR Bus Terminal,2024-09-01 17:46:00,Monday,0,1,17,46
1,BTC (Bukit Timah Campus),KR MRT,2024-09-01 17:46:00,Monday,0,1,17,46
2,D1,COM3,2024-09-01 17:46:00,Monday,0,1,17,46
1,K,KR MRT,2024-09-01 17:46:00,Monday,0,1,17,46
1,D1,YIH,2024-09-01 17:46:00,Monday,0,1,17,46
2,D1,IT,2024-09-01 17:46:00,Monday,0,1,17,46
1,D2,LT27,2024-09-01 17:46:00,Monday,0,1,17,46
1,K,Museum,2024-09-01 17:46:00,Monday,0,1,17,46
2,A1,BIZ2,2024-09-01 17:46:00,Monday,0,1,17,46
1,A2,S17,2024-09-01 17:46:00,Monday,0,1,17,46
1,A2,KR Bus Terminal,2024-09-01 17:47:00,Monday,0,1,17,47
1,A1,LT13,2024-09-01 17:48:00,Monday,0,1,17,48
2,D2,KR MRT,2024-09-01 17:50:00,Monday,0,1,17,50
1,A2,KR Bus Terminal,2024-09-01 17:51:00,Monday,0,1,17,51
1,D2,KR MRT,2024-09-01 17:51:00,Monday,0,1,17,51
1,A1,KR MRT,2024-09-01 17:51:00,Monday,0,1,17,51
1,A1,KR MRT,2024-09-01 17:52:00,Monday,0,1,17,52
1,D2,UTown,2024-09-01 17:52:00,Monday,0,1,17,52
1,D2,KR MRT,2024-09-01 17:52:00,Monday,0,1,17,52
2,D2,LT27,2024-09-01 17:52:00,Monday,0,1,17,52
1,A1,BIZ2,2024-09-01 17:52:00,Monday,0,1,17,52
1,K,Museum,2024-09-01 17:52:00,Monday,0,1,17,52
1,A1,LT27,2024-09-01 17:53:00,Monday,0,1,17,53
1,D2,Opp KR MRT,2024-09-01 17:54:00,Monday,0,1,17,54
1,A2,PGP Foyer,2024-09-01 17:54:00,Monday,0,1,17,54
2,D2,KR MRT,2024-09-01 17:54:00,Monday,0,1,17,54
1,D2,PGP Terminal,2024-09-01 17:55:00,Monday,0,1,17,55
1,A1,KR MRT,2024-09-01 17:55:00,Monday,0,1,17,55
1,D1,IT,2024-09-01 17:56:00,Monday,0,1,17,56
1,D2,KR MRT,2024-09-01 17:56:00,Monday,0,1,17,56
1,BTC (Bukit Timah Campus),LT27,2024-09-01 17:56:00,Monday,0,1,17,56
1,D2,UTown,2024-09-01 17:56:00,Monday,0,1,17,56
1,A2,IT,2024-09-01 17:56:00,Monday,0,1,17,56
1,A2,Opp YIH,2024-09-01 17:56:00,Monday,0,1,17,56
1,D2,UTown,2024-09-01 17:57:00,Monday,0,1,17,57
1,A2,PGP Foyer,2024-09-01 17:57:00,Monday,0,1,17,57
1,D2,KR MRT,2024-09-01 17:58:00,Monday,0,1,17,58
1,D1,Opp YIH,2024-09-01 17:58:00,Monday,0,1,17,58
1,A1,LT27,2024-09-01 17:59:00,Monday,0,1,17,59
1,A2,Opp KR MRT,2024-09-01 17:59:00,Monday,0,1,17,59
2,A1,KR MRT,2024-09-01 17:59:00,Monday,0,1,17,59
1,D1,IT,2024-09-01 18:00:00,Monday,0,0,18,0
1,A2,IT,2024-09-01 18:00:00,Monday,0,0,18,0
1,D2,KR MRT,2024-09-01 18:00:00,Monday,0,0,18,0
2,D2,KR MRT,2024-09-01 18:01:00,Monday,0,0,18,1
1,D1,Museum,2024-09-01 18:01:00,Monday,0,0,18,1
2,A1,KR MRT,2024-09-01 18:01:00,Monday,0,0,18,1
1,D2,Opp KR MRT,2024-09-01 18:02:00,Monday,0,0,18,2
1,A1,LT27,2024-09-01 18:04:00,Monday,0,0,18,4
1,D2,KR MRT,2024-09-01 18:04:00,Monday,0,0,18,4
1,A1,KR MRT,2024-09-01 18:05:00,Monday,0,0,18,5
1,D1,UTown,2024-09-01 18:05:00,Monday,0,0,18,5
1,A2,KR Bus Terminal,2024-09-01 18:05:00,Monday,0,0,18,5
1,A2,IT,2024-09-01 18:06:00,Monday,0,0,18,6
1,A1,KR MRT,2024-09-01 18:07:00,Monday,0,0,18,7
1,A2,Opp KR MRT,2024-09-01 18:07:00,Monday,0,0,18,7
1,D2,KR MRT,2024-09-01 18:07:00,Monday,0,0,18,7
1,A1,BIZ2,2024-09-01 18:07:00,Monday,0,0,18,7
1,A1,LT27,2024-09-01 18:08:00,Monday,0,0,18,8
1,D2,KR MRT,2024-09-01 18:08:00,Monday,0,0,18,8
1,A2,Opp KR MRT,2024-09-01 18:09:00,Monday,0,0,18,9
1,D2,PGP Terminal,2024-09-01 18:10:00,Monday,0,0,18,10
1,D2,UHC,2024-09-01 18:10:00,Monday,0,0,18,10
1,A2,Opp YIH,2024-09-01 18:10:00,Monday,0,0,18,10
1,A1,KR MRT,2024-09-01 18:11:00,Monday,0,0,18,11
1,D2,PGP Terminal,2024-09-01 18:11:00,Monday,0,0,18,11
1,D2,UTown,2024-09-01 18:13:00,Monday,0,0,18,13
2,A2,Opp KR MRT,2024-09-01 18:13:00,Monday,0,0,18,13
1,A1,KR MRT,2024-09-01 18:13:00,Monday,0,0,18,13
1,A1,BIZ2,2024-09-01 18:13:00,Monday,0,0,18,13
2,D2,KR MRT,2024-09-01 18:13:00,Monday,0,0,18,13
1,A1,LT27,2024-09-01 18:14:00,Monday,0,0,18,14
1,D2,Museum,2024-09-01 18:14:00,Monday,0,0,18,14
1,K,KR MRT,2024-09-01 18:15:00,Monday,0,0,18,15
1,A1,LT27,2024-09-01 18:15:00,Monday,0,0,18,15
1,D1,COM3,2024-09-01 18:16:00,Monday,0,0,18,16
1,D1,Ventus,2024-09-01 18:16:00,Monday,0,0,18,16
1,A2,IT,2024-09-01 18:16:00,Monday,0,0,18,16
1,A1,KR MRT,2024-09-01 18:16:00,Monday,0,0,18,16
1,D2,KR MRT,2024-09-01 18:16:00,Monday,0,0,18,16
1,A2,Opp KR MRT,2024-09-01 18:16:00,Monday,0,0,18,16
1,K,LT27,2024-09-01 18:18:00,Monday,0,0,18,18
1,D2,PGP Terminal,2024-09-01 18:18:00,Monday,0,0,18,18
1,D2,KR MRT,2024-09-01 18:18:00,Monday,0,0,18,18
1,A2,PGP Foyer,2024-09-01 18:20:00,Monday,0,0,18,20
2,D1,Opp YIH,2024-09-01 18:20:00,Monday,0,0,18,20
1,BTC (Bukit Timah Campus),KR MRT,2024-09-01 18:21:00,Monday,0,0,18,21
1,D2,KR MRT,2024-09-01 18:21:00,Monday,0,0,18,21
1,D2,UTown,2024-09-01 18:21:00,Monday,0,0,18,21
1,D1,Opp HSSML,2024-09-01 18:22:00,Monday,0,0,18,22
3,D2,KR MRT,2024-09-01 18:22:00,Monday,0,0,18,22
2,A2,Opp KR MRT,2024-09-01 18:22:00,Monday,0,0,18,22
1,A1,KR Bus Terminal,2024-09-01 18:23:00,Monday,0,0,18,23
1,D1,LT13,2024-09-01 18:23:00,Monday,0,0,18,23
2,D2,KR MRT,2024-09-01 18:24:00,Monday,0,0,18,24
1,A2,Opp KR MRT,2024-09-01 18:24:00,Monday,0,0,18,24
1,A2,Opp YIH,2024-09-01 18:24:00,Monday,0,0,18,24
1,A1,BIZ2,2024-09-01 18:24:00,Monday,0,0,18,24
1,D1,CLB,2024-09-01 18:25:00,Monday,0,0,18,25
1,D2,UTown,2024-09-01 18:26:00,Monday,0,0,18,26
1,D2,UTown,2024-09-01 18:27:00,Monday,0,0,18,27
1,A2,IT,2024-09-01 18:28:00,Monday,0,0,18,28
1,A1,KR MRT,2024-09-01 18:28:00,Monday,0,0,18,28
1,A2,S17,2024-09-01 18:28:00,Monday,0,0,18,28
1,D2,COM3,2024-09-01 18:28:00,Monday,0,0,18,28
1,D2,KR MRT,2024-09-01 18:28:00,Monday,0,0,18,28
1,A2,Opp YIH,2024-09-01 18:29:00,Monday,0,0,18,29
1,BTC (Bukit Timah Campus),KR MRT,2024-09-01 18:29:00,Monday,0,0,18,29
1,D1,Opp HSSML,2024-09-01 18:29:00,Monday,0,0,18,29
1,D2,LT27,2024-09-01 18:29:00,Monday,0,0,18,29
1,A1,BIZ2,2024-09-01 18:29:00,Monday,0,0,18,29
1,A2,KR Bus Terminal,2024-09-01 18:30:00,Monday,0,1,18,30
1,A1,KR MRT,2024-09-01 18:31:00,Monday,0,1,18,31
1,D2,KR MRT,2024-09-01 18:31:00,Monday,0,1,18,31
1,A2,Museum,2024-09-01 18:32:00,Monday,0,1,18,32
1,D1,COM3,2024-09-01 18:32:00,Monday,0,1,18,32
1,A1,PGP Terminal,2024-09-01 18:32:00,Monday,0,1,18,32
1,D1,Opp YIH,2024-09-01 18:33:00,Monday,0,1,18,33
1,D2,University Hall,2024-09-01 18:34:00,Monday,0,1,18,34
1,D1,Opp YIH,2024-09-01 18:34:00,Monday,0,1,18,34
1,D2,KR MRT,2024-09-01 18:34:00,Monday,0,1,18,34
2,D2,UTown,2024-09-01 18:35:00,Monday,0,1,18,35
2,D2,Opp KR MRT,2024-09-01 18:35:00,Monday,0,1,18,35
1,D2,PGP Foyer,2024-09-01 18:35:00,Monday,0,1,18,35
1,A1,BIZ2,2024-09-01 18:35:00,Monday,0,1,18,35
1,D1,LT13,2024-09-01 18:36:00,Monday,0,1,18,36
1,A1,KR MRT,2024-09-01 18:36:00,Monday,0,1,18,36
1,K,PGP Terminal,2024-09-01 18:37:00,Monday,0,1,18,37
1,D2,KR MRT,2024-09-01 18:37:00,Monday,0,1,18,37
1,A1,BIZ2,2024-09-01 18:38:00,Monday,0,1,18,38
1,D2,S17,2024-09-01 18:38:00,Monday,0,1,18,38
1,D1,IT,2024-09-01 18:38:00,Monday,0,1,18,38
1,D2,LT27,2024-09-01 18:38:00,Monday,0,1,18,38
1,A2,IT,2024-09-01 18:40:00,Monday,0,1,18,40
1,A2,S17,2024-09-01 18:40:00,Monday,0,1,18,40
1,A1,KR Bus Terminal,2024-09-01 18:40:00,Monday,0,1,18,40
1,D1,IT,2024-09-01 18:40:00,Monday,0,1,18,40
1,D2,KR MRT,2024-09-01 18:40:00,Monday,0,1,18,40
1,D2,PGP Terminal,2024-09-01 18:40:00,Monday,0,1,18,40
1,A1,KR MRT,2024-09-01 18:40:00,Monday,0,1,18,40
1,D2,Opp KR MRT,2024-09-01 18:41:00,Monday,0,1,18,41
1,A2,Museum,2024-09-01 18:42:00,Monday,0,1,18,42
3,A2,KR Bus Terminal,2024-09-01 18:42:00,Monday,0,1,18,42
5,A2,PGP Foyer,2024-09-01 18:42:00,Monday,0,1,18,42
95,D2,KR MRT,2024-09-01 18:42:00,Monday,0,1,18,42
55,A1,KR MRT,2024-09-01 18:42:00,Monday,0,1,18,42
1,D1,Ventus,2024-09-01 18:42:00,Monday,0,1,18,42
18,D1,UTown,2024-09-01 18:42:00,Monday,0,1,18,42
3,D1,COM3,2024-09-01 18:42:00,Monday,0,1,18,42
5,D2,S17,2024-09-01 18:42:00,Monday,0,1,18,42
10,D2,PGP Terminal,2024-09-01 18:42:00,Monday,0,1,18,42
6,A1,PGP Terminal,2024-09-01 18:42:00,Monday,0,1,18,42
1,A1,University Hall,2024-09-01 18:42:00,Monday,0,1,18,42
1,D1,Museum,2024-09-01 18:42:00,Monday,0,1,18,42
6,K,KR MRT,2024-09-01 18:42:00,Monday,0,1,18,42
4,D1,Opp YIH,2024-09-01 18:42:00,Monday,0,1,18,42
1,K,PGP Terminal,2024-09-01 18:42:00,Monday,0,1,18,42
3,D2,Museum,2024-09-01 18:42:00,Monday,0,1,18,42
17,A2,Opp KR MRT,2024-09-01 18:42:00,Monday,0,1,18,42
14,A2,IT,2024-09-01 18:42:00,Monday,0,1,18,42
5,BTC (Bukit Timah Campus),UTown,2024-09-01 18:42:00,Monday,0,1,18,42
9,A1,BIZ2,2024-09-01 18:42:00,Monday,0,1,18,42
11,A1,KR Bus Terminal,2024-09-01 18:42:00,Monday,0,1,18,42
2,D1,CLB,2024-09-01 18:42:00,Monday,0,1,18,42
1,D2,UHC,2024-09-01 18:42:00,Monday,0,1,18,42
1,K,S17,2024-09-01 18:42:00,Monday,0,1,18,42
1,D1,LT13,2024-09-01 18:42:00,Monday,0,1,18,42
15,BTC (Bukit Timah Campus),KR MRT,2024-09-01 18:42:00,Monday,0,1,18,42
11,A2,S17,2024-09-01 18:42:00,Monday,0,1,18,42
4,A2,Opp YIH,2024-09-01 18:42:00,Monday,0,1,18,42
2,D1,Opp HSSML,2024-09-01 18:42:00,Monday,0,1,18,42
12,D1,IT,2024-09-01 18:42:00,Monday,0,1,18,42
9,A1,LT13,2024-09-01 18:42:00,Monday,0,1,18,42
1,D2,PGP Foyer,2024-09-01 18:42:00,Monday,0,1,18,42
2,A2,UHC,2024-09-01 18:42:00,Monday,0,1,18,42
16,D2,Opp KR MRT,2024-09-01 18:42:00,Monday,0,1,18,42
2,A2,Opp HSSML,2024-09-01 18:42:00,Monday,0,1,18,42
14,D2,COM3,2024-09-01 18:42:00,Monday,0,1,18,42
19,D2,UTown,2024-09-01 18:42:00,Monday,0,1,18,42
2,K,LT27,2024-09-01 18:42:00,Monday,0,1,18,42
5,D2,University Hall,2024-09-01 18:42:00,Monday,0,1,18,42
2,A1,CLB,2024-09-01 18:42:00,Monday,0,1,18,42
12,A1,LT27,2024-09-01 18:42:00,Monday,0,1,18,42
13,D2,LT27,2024-09-01 18:42:00,Monday,0,1,18,42
1,K,YIH,2024-09-01 18:42:00,Monday,0,1,18,42
1,D1,UTown,2024-09-01 18:44:00,Monday,0,1,18,44
1,A2,IT,2024-09-01 18:44:00,Monday,0,1,18,44
1,A1,KR MRT,2024-09-01 18:44:00,Monday,0,1,18,44
1,D2,KR MRT,2024-09-01 18:45:00,Monday,0,1,18,45
1,D2,PGP Terminal,2024-09-01 18:45:00,Monday,0,1,18,45
1,D2,S17,2024-09-01 18:46:00,Monday,0,1,18,46
2,D1,Museum,2024-09-01 18:46:00,Monday,0,1,18,46
1,BTC (Bukit Timah Campus),LT27,2024-09-01 18:46:00,Monday,0,1,18,46
4,A1,KR Bus Terminal,2024-09-01 18:46:00,Monday,0,1,18,46
3,A1,LT13,2024-09-01 18:46:00,Monday,0,1,18,46
6,D2,UTown,2024-09-01 18:46:00,Monday,0,1,18,46
6,BTC (Bukit Timah Campus),KR MRT,2024-09-01 18:46:00,Monday,0,1,18,46
1,K,LT27,2024-09-01 18:46:00,Monday,0,1,18,46
9,D1,UTown,2024-09-01 18:46:00,Monday,0,1,18,46
3,A1,BIZ2,2024-09-01 18:46:00,Monday,0,1,18,46
3,A1,PGP Terminal,2024-09-01 18:46:00,Monday,0,1,18,46
4,D1,IT,2024-09-01 18:46:00,Monday,0,1,18,46
1,A2,PGP Foyer,2024-09-01 18:46:00,Monday,0,1,18,46
1,A2,Museum,2024-09-01 18:46:00,Monday,0,1,18,46
5,K,KR MRT,2024-09-01 18:46:00,Monday,0,1,18,46
3,A2,S17,2024-09-01 18:46:00,Monday,0,1,18,46
1,D1,Opp YIH,2024-09-01 18:46:00,Monday,0,1,18,46
3,D2,Opp KR MRT,2024-09-01 18:46:00,Monday,0,1,18,46
3,D1,COM3,2024-09-01 18:46:00,Monday,0,1,18,46
1,D1,CLB,2024-09-01 18:46:00,Monday,0,1,18,46
4,D2,COM3,2024-09-01 18:46:00,Monday,0,1,18,46
5,D2,LT27,2024-09-01 18:46:00,Monday,0,1,18,46
42,D2,KR MRT,2024-09-01 18:46:00,Monday,0,1,18,46
21,A1,KR MRT,2024-09-01 18:46:00,Monday,0,1,18,46
2,K,PGP Terminal,2024-09-01 18:46:00,Monday,0,1,18,46
6,A2,KR Bus Terminal,2024-09-01 18:46:00,Monday,0,1,18,46
1,A2,Opp YIH,2024-09-01 18:46:00,Monday,0,1,18,46
6,A2,IT,2024-09-01 18:46:00,Monday,0,1,18,46
2,A1,LT27,2024-09-01 18:46:00,Monday,0,1,18,46
5,D2,PGP Terminal,2024-09-01 18:46:00,Monday,0,1,18,46
4,A2,Opp KR MRT,2024-09-01 18:46:00,Monday,0,1,18,46
1,D1,IT,2024-09-01 18:47:00,Monday,0,1,18,47
1,A1,KR MRT,2024-09-01 18:47:00,Monday,0,1,18,47
1,A1,BIZ2,2024-09-01 18:47:00,Monday,0,1,18,47
1,D1,Opp NUSS,2024-09-01 18:48:00,Monday,0,1,18,48
2,D2,KR MRT,2024-09-01 18:48:00,Monday,0,1,18,48
1,D2,LT27,2024-09-01 18:48:00,Monday,0,1,18,48
1,A1,KR MRT,2024-09-01 18:48:00,Monday,0,1,18,48
1,D2,KR MRT,2024-09-01 18:49:00,Monday,0,1,18,49
1,A1,KR MRT,2024-09-01 18:51:00,Monday,0,1,18,51
1,D2,KR MRT,2024-09-01 18:52:00,Monday,0,1,18,52
1,D2,COM3,2024-09-01 18:52:00,Monday,0,1,18,52
1,D2,LT27,2024-09-01 18:52:00,Monday,0,1,18,52
1,D2,COM3,2024-09-01 18:53:00,Monday,0,1,18,53
1,D1,Museum,2024-09-01 18:53:00,Monday,0,1,18,53
2,D2,LT27,2024-09-01 18:54:00,Monday,0,1,18,54
1,A1,BIZ2,2024-09-01 18:56:00,Monday,0,1,18,56
1,D2,KR MRT,2024-09-01 18:56:00,Monday,0,1,18,56
1,A2,S17,2024-09-01 18:56:00,Monday,0,1,18,56
1,A1,KR Bus Terminal,2024-09-01 18:58:00,Monday,0,1,18,58
1,D2,KR MRT,2024-09-01 18:58:00,Monday,0,1,18,58
1,A2,IT,2024-09-01 18:58:00,Monday,0,1,18,58
1,D2,COM3,2024-09-01 19:00:00,Monday,0,0,19,0
1,A2,Opp KR MRT,2024-09-01 19:03:00,Monday,0,0,19,3
1,D1,IT,2024-09-01 19:04:00,Monday,0,0,19,4
1,A1,KR MRT,2024-09-01 19:04:00,Monday,0,0,19,4
1,A2,IT,2024-09-01 19:05:00,Monday,0,0,19,5
2,D2,KR MRT,2024-09-01 19:06:00,Monday,0,0,19,6
1,A1,University Hall,2024-09-01 19:07:00,Monday,0,0,19,7
1,D1,IT,2024-09-01 19:09:00,Monday,0,0,19,9
1,D2,KR MRT,2024-09-01 19:10:00,Monday,0,0,19,10
1,D2,COM3,2024-09-01 19:11:00,Monday,0,0,19,11
1,A2,PGP Foyer,2024-09-01 19:11:00,Monday,0,0,19,11
1,A1,KR MRT,2024-09-01 19:12:00,Monday,0,0,19,12
1,A1,KR Bus Terminal,2024-09-01 19:14:00,Monday,0,0,19,14
1,D2,Museum,2024-09-01 19:15:00,Monday,0,0,19,15
1,D2,UTown,2024-09-01 19:16:00,Monday,0,0,19,16
2,BTC (Bukit Timah Campus),KR MRT,2024-09-01 19:16:00,Monday,0,0,19,16
1,A2,S17,2024-09-01 19:16:00,Monday,0,0,19,16
1,A1,KR MRT,2024-09-01 19:16:00,Monday,0,0,19,16
1,D1,Opp HSSML,2024-09-01 19:18:00,Monday,0,0,19,18
1,D2,COM3,2024-09-01 19:20:00,Monday,0,0,19,20
1,A1,BIZ2,2024-09-01 19:23:00,Monday,0,0,19,23
2,D2,UTown,2024-09-01 19:26:00,Monday,0,0,19,26
1,D1,UTown,2024-09-01 19:28:00,Monday,0,0,19,28
1,D2,KR MRT,2024-09-01 19:29:00,Monday,0,0,19,29
1,D2,University Hall,2024-09-01 19:30:00,Monday,0,0,19,30
1,D1,UTown,2024-09-01 19:33:00,Monday,0,0,19,33
1,A2,IT,2024-09-01 19:33:00,Monday,0,0,19,33
1,A2,IT,2024-09-01 19:38:00,Monday,0,0,19,38
1,A2,Opp KR MRT,2024-09-01 19:39:00,Monday,0,0,19,39
1,D2,S17,2024-09-01 19:39:00,Monday,0,0,19,39
1,D2,UTown,2024-09-01 19:41:00,Monday,0,0,19,41
1,BTC (Bukit Timah Campus),KR MRT,2024-09-01 19:41:00,Monday,0,0,19,41
7,BTC (Bukit Timah Campus),KR MRT,2024-09-01 19:42:00,Monday,0,0,19,42
4,A1,LT27,2024-09-01 19:42:00,Monday,0,0,19,42
1,A2,KR Bus Terminal,2024-09-01 19:42:00,Monday,0,0,19,42
1,A1,University Hall,2024-09-01 19:42:00,Monday,0,0,19,42
2,D1,Opp YIH,2024-09-01 19:42:00,Monday,0,0,19,42
1,D2,Opp KR MRT,2024-09-01 19:42:00,Monday,0,0,19,42
11,D1,UTown,2024-09-01 19:42:00,Monday,0,0,19,42
2,A1,YIH,2024-09-01 19:42:00,Monday,0,0,19,42
5,A2,S17,2024-09-01 19:42:00,Monday,0,0,19,42
1,D1,Ventus,2024-09-01 19:42:00,Monday,0,0,19,42
5,A2,IT,2024-09-01 19:42:00,Monday,0,0,19,42
13,D2,COM3,2024-09-01 19:42:00,Monday,0,0,19,42
2,BTC (Bukit Timah Campus),LT27,2024-09-01 19:42:00,Monday,0,0,19,42
8,D1,IT,2024-09-01 19:42:00,Monday,0,0,19,42
3,A1,LT13,2024-09-01 19:42:00,Monday,0,0,19,42
7,D2,LT27,2024-09-01 19:42:00,Monday,0,0,19,42
1,A2,Museum,2024-09-01 19:42:00,Monday,0,0,19,42
1,D1,Opp NUSS,2024-09-01 19:42:00,Monday,0,0,19,42
46,D2,KR MRT,2024-09-01 19:42:00,Monday,0,0,19,42
6,D2,PGP Terminal,2024-09-01 19:42:00,Monday,0,0,19,42
4,D2,S17,2024-09-01 19:42:00,Monday,0,0,19,42
3,BTC (Bukit Timah Campus),UTown,2024-09-01 19:42:00,Monday,0,0,19,42
40,A1,KR MRT,2024-09-01 19:42:00,Monday,0,0,19,42
6,D2,UTown,2024-09-01 19:42:00,Monday,0,0,19,42
1,D2,PGP Foyer,2024-09-01 19:42:00,Monday,0,0,19,42
3,A1,KR Bus Terminal,2024-09-01 19:42:00,Monday,0,0,19,42
3,D1,COM3,2024-09-01 19:42:00,Monday,0,0,19,42
1,D1,Opp HSSML,2024-09-01 19:42:00,Monday,0,0,19,42
7,K,KR MRT,2024-09-01 19:42:00,Monday,0,0,19,42
2,K,LT27,2024-09-01 19:42:00,Monday,0,0,19,42
6,A1,PGP Terminal,2024-09-01 19:42:00,Monday,0,0,19,42
2,D1,CLB,2024-09-01 19:42:00,Monday,0,0,19,42
8,A2,Opp KR MRT,2024-09-01 19:42:00,Monday,0,0,19,42
9,A1,BIZ2,2024-09-01 19:42:00,Monday,0,0,19,42
1,D2,KR MRT,2024-09-01 19:44:00,Monday,0,0,19,44
1,D2,S17,2024-09-01 19:46:00,Monday,0,0,19,46
1,D1,COM3,2024-09-01 19:47:00,Monday,0,0,19,47
1,D2,KR MRT,2024-09-01 19:49:00,Monday,0,0,19,49
1,BTC (Bukit Timah Campus),UTown,2024-09-01 19:51:00,Monday,0,0,19,51
1,D1,Opp HSSML,2024-09-01 19:51:00,Monday,0,0,19,51
1,A1,BIZ2,2024-09-01 19:51:00,Monday,0,0,19,51
1,D2,KR MRT,2024-09-01 19:53:00,Monday,0,0,19,53
1,A2,Opp YIH,2024-09-01 19:54:00,Monday,0,0,19,54
2,D2,KR MRT,2024-09-01 19:54:00,Monday,0,0,19,54
1,D2,COM3,2024-09-01 19:56:00,Monday,0,0,19,56
1,D1,CLB,2024-09-01 20:03:00,Monday,0,0,20,3
1,A1,KR MRT,2024-09-01 20:03:00,Monday,0,0,20,3
1,D2,University Hall,2024-09-01 20:06:00,Monday,0,0,20,6
1,D2,KR MRT,2024-09-01 20:06:00,Monday,0,0,20,6
1,A1,KR Bus Terminal,2024-09-01 20:10:00,Monday,0,0,20,10
1,D2,COM3,2024-09-01 20:10:00,Monday,0,0,20,10
1,D2,KR MRT,2024-09-01 20:10:00,Monday,0,0,20,10
